"Source","Target","flights_count","flight_year"
"EGSU","EGSQ","1.0","2019"
"VNKT","VHSK","3.0","2019"
"KE01","KE11","1.0","2019"
"CYVR","KPDX","6.0","2019"
"ULLI","OMSJ","3.0","2019"
"EBMB","ENGM","1.0","2019"
"ESMX","EHAM","2.0","2019"
"ENGM","KEWR","2.0","2019"
"EPSW","LLBG","1.0","2019"
"EDML","ETHF","1.0","2019"
"KAPA","CO92","2.0","2019"
"KMKC","64MO","1.0","2019"
"KFCM","MN19","1.0","2019"
"PS66","PN38","3.0","2019"
"KVNY","FD38","4.0","2019"
"NK72","KPHL","1.0","2019"
"KLVJ","KADS","1.0","2019"
"SC50","KSDL","1.0","2019"
"KRNO","KAPC","1.0","2019"
"TX62","KTKI","1.0","2019"
"70MN","KMIC","1.0","2019"
"LSZM","LSGG","6.0","2019"
"KMYV","KPAO","1.0","2019"
"TE02","7TX4","1.0","2019"
"EDLN","EDMO","2.0","2019"
"SBPA","SBSP","2.0","2019"
"KCFD","KSAT","1.0","2019"
"OA16","KIWA","1.0","2019"
"KIND","KPIE","1.0","2019"
"YSSY","YSNW","1.0","2019"
"KADS","KAPA","3.0","2019"
"KO88","K2O6","1.0","2019"
"EGPH","ESKX","1.0","2019"
"EDFM","EDTB","1.0","2019"
"EBAW","LEMP","2.0","2019"
"NC00","KRDU","1.0","2019"
"KASG","KIXD","1.0","2019"
"KMKC","8KS9","1.0","2019"
"KHFJ","MU41","1.0","2019"
"KMBS","KHVN","1.0","2019"
"FL00","59FD","1.0","2019"
"KDEN","KLBL","1.0","2019"
"EGMC","LFAT","1.0","2019"
"KGNV","7AL7","1.0","2019"
"K39N","KAQW","2.0","2019"
"IN26","K5I4","1.0","2019"
"KTPF","FL78","1.0","2019"
"KPVU","6WI1","1.0","2019"
"KBVS","KPAE","3.0","2019"
"VHHH","ZBNY","6.0","2019"
"KCPS","52MO","2.0","2019"
"BIKF","KSFO","3.0","2019"
"K5W8","KGFL","1.0","2019"
"KRYY","KGZS","1.0","2019"
"UT99","KU14","1.0","2019"
"EGPH","LGAV","2.0","2019"
"KDHT","KAMA","1.0","2019"
"LFPN","LFRW","1.0","2019"
"KGRB","0WI6","1.0","2019"
"77OH","OH96","1.0","2019"
"KLGA","KISP","3.0","2019"
"OR81","WN80","1.0","2019"
"UUWW","LFMN","1.0","2019"
"NX01","KDFW","1.0","2019"
"CT01","KSWF","1.0","2019"
"4MI4","KHAI","1.0","2019"
"KCLT","KU42","1.0","2019"
"LFML","LEZL","2.0","2019"
"CA04","KDWA","1.0","2019"
"KPAN","47AZ","2.0","2019"
"KISM","4II2","1.0","2019"
"KDFW","5LL5","1.0","2019"
"KFTW","KOMA","1.0","2019"
"LIRF","OMAD","1.0","2019"
"KADS","K5T6","1.0","2019"
"EDDH","LFBO","1.0","2019"
"KBDU","KBJC","2.0","2019"
"EDVM","LKKU","1.0","2019"
"38IN","3IL2","1.0","2019"
"KSNA","KSDM","1.0","2019"
"KOMA","FL97","1.0","2019"
"LFSG","EBKT","1.0","2019"
"KMTJ","KMTJ","1.0","2019"
"YMEN","YJBY","1.0","2019"
"LFIS","LFAT","1.0","2019"
"LFBO","LFNR","6.0","2019"
"87MO","KMKC","3.0","2019"
"WA12","KBLI","1.0","2019"
"EGSS","EGGD","1.0","2019"
"OTHH","K06C","1.0","2019"
"EGLL","02XS","3.0","2019"
"CYPQ","CYPQ","3.0","2019"
"LERT","KWRI","1.0","2019"
"NJ95","IS62","1.0","2019"
"KSEZ","18AZ","1.0","2019"
"KLKP","KERI","1.0","2019"
"EHAM","KDTW","4.0","2019"
"KENW","89WI","1.0","2019"
"2LL4","IS56","1.0","2019"
"TE09","KSGR","1.0","2019"
"EDCT","EDDS","1.0","2019"
"KLAL","06FD","1.0","2019"
"KAPC","KO41","1.0","2019"
"4TX5","KGPM","1.0","2019"
"YBTL","YAYR","2.0","2019"
"EGLF","LIPU","1.0","2019"
"LSZH","RJBB","1.0","2019"
"EGBK","EGBK","1.0","2019"
"PA08","PA08","1.0","2019"
"KLAN","2MI0","1.0","2019"
"KENW","KFNL","1.0","2019"
"KORL","KCOS","2.0","2019"
"64CT","MA07","1.0","2019"
"MD03","KMQS","1.0","2019"
"CYHM","KORL","1.0","2019"
"PA20","K29D","1.0","2019"
"KHOU","KHRL","4.0","2019"
"KGNV","FA40","1.0","2019"
"KCXY","KRYY","1.0","2019"
"KHUF","IS83","1.0","2019"
"OTHH","RJTL","1.0","2019"
"6NK8","72GA","1.0","2019"
"K06C","K1C2","1.0","2019"
"KDAL","KSJT","1.0","2019"
"TE17","TS01","1.0","2019"
"KMSN","67WI","1.0","2019"
"99IN","KLAF","1.0","2019"
"PA49","KMRB","1.0","2019"
"EGSS","LIML","1.0","2019"
"RPLC","WMKK","1.0","2019"
"LKVO","LTFJ","2.0","2019"
"59OH","KI69","1.0","2019"
"EGBN","EGMC","1.0","2019"
"KDAL","KTDW","1.0","2019"
"KCPS","KBNA","2.0","2019"
"SUAA","SULS","1.0","2019"
"KFME","2MD3","1.0","2019"
"VHHH","OMAA","1.0","2019"
"3CO2","3CO2","1.0","2019"
"K2W5","22MD","1.0","2019"
"EGLF","EGLF","1.0","2019"
"KMRY","KHWD","1.0","2019"
"LELL","LFLY","1.0","2019"
"EDFB","EDFO","1.0","2019"
"KMTN","KGRR","1.0","2019"
"YMEN","YTYH","1.0","2019"
"KDAL","0GE0","1.0","2019"
"K9X1","KORD","1.0","2019"
"OEDF","KEWR","1.0","2019"
"LEMG","GBYD","1.0","2019"
"KCLT","OI46","1.0","2019"
"KAFW","KT27","1.0","2019"
"LTFJ","EETN","1.0","2019"
"KLUK","5OI0","1.0","2019"
"KRYW","KHYI","1.0","2019"
"KOSH","KMWC","1.0","2019"
"YMPC","YTDN","1.0","2019"
"CT96","2PA6","1.0","2019"
"WMKK","UAAR","1.0","2019"
"LEMG","LSZM","7.0","2019"
"EGLF","LLBG","1.0","2019"
"PANC","KMSP","4.0","2019"
"KPAE","KLAX","18.0","2019"
"RCTP","RJFF","38.0","2019"
"RJBB","RKSS","42.0","2019"
"NY72","KLGA","8.0","2019"
"LFBD","EBCI","5.0","2019"
"CYYZ","KORD","75.0","2019"
"KBCT","FA69","17.0","2019"
"KIAD","MMMX","4.0","2019"
"SBSP","SBRJ","203.0","2019"
"KFFZ","18AZ","2.0","2019"
"09FL","KLNA","1.0","2019"
"KSDL","KSLC","4.0","2019"
"YSCB","YWOL","1.0","2019"
"YSCB","YSCB","14.0","2019"
"EIDW","LHBP","13.0","2019"
"KMSP","0TS2","2.0","2019"
"OTBD","LSZH","4.0","2019"
"KNZY","0CL3","1.0","2019"
"KESN","1GA0","1.0","2019"
"58AZ","KDVT","4.0","2019"
"EGBG","EGUP","1.0","2019"
"RKSI","RJBB","181.0","2019"
"LGRP","EGCC","7.0","2019"
"KDFW","KDCA","65.0","2019"
"KLAX","KNJK","4.0","2019"
"EGCC","EDDH","14.0","2019"
"LKPR","ESSB","1.0","2019"
"KSFO","OMDB","7.0","2019"
"KHQZ","KTRL","2.0","2019"
"LIML","LFPB","7.0","2019"
"RKSI","KLAX","13.0","2019"
"KSEA","0GE0","5.0","2019"
"EGGP","EDDB","4.0","2019"
"SBKP","01FA","1.0","2019"
"EIDW","CYHM","4.0","2019"
"KABE","92PA","1.0","2019"
"KSYR","KGDM","1.0","2019"
"ESSA","EGKK","25.0","2019"
"TS02","KF69","1.0","2019"
"KHSD","KGUY","1.0","2019"
"KORD","LIRF","6.0","2019"
"KPHL","KORD","92.0","2019"
"4FL9","FD49","1.0","2019"
"LSGG","LFKJ","4.0","2019"
"KCRQ","KFFZ","2.0","2019"
"KJVL","KPWK","7.0","2019"
"KCDW","KBDR","4.0","2019"
"KLAS","9WI4","5.0","2019"
"KFFZ","0II1","1.0","2019"
"KTUS","KTUS","64.0","2019"
"EDDK","LFRD","1.0","2019"
"LIBD","EDDB","3.0","2019"
"LIED","LIEE","1.0","2019"
"EBBR","EBFN","2.0","2019"
"VTBD","VOBL","7.0","2019"
"EGGD","EGDX","1.0","2019"
"UUWW","LIML","6.0","2019"
"YBCG","YMAV","7.0","2019"
"LEMG","EICK","11.0","2019"
"ENKJ","LHBP","2.0","2019"
"EDNY","EDDM","1.0","2019"
"EFVA","EFHK","1.0","2019"
"KORD","KSNA","36.0","2019"
"EDDT","EPKM","3.0","2019"
"SBGR","OTHH","4.0","2019"
"KMYF","KNJK","2.0","2019"
"OMAA","WSAP","1.0","2019"
"KSAV","KPHL","15.0","2019"
"LGIR","EGCC","4.0","2019"
"LFBI","LFLL","4.0","2019"
"3VA8","KBWI","1.0","2019"
"KALB","KK09","1.0","2019"
"LIMF","LIBR","4.0","2019"
"KMQS","KHVN","1.0","2019"
"EDML","EDPO","1.0","2019"
"AZ64","KDVT","69.0","2019"
"KNY2","KLDJ","1.0","2019"
"KSMO","KVGT","2.0","2019"
"EGPH","KEWR","5.0","2019"
"KSDM","KMYF","9.0","2019"
"7MI7","KMIC","1.0","2019"
"KPHL","EGPH","5.0","2019"
"KTUS","KU42","8.0","2019"
"WA05","KPAE","2.0","2019"
"CAY5","CPB9","1.0","2019"
"LSZH","LKKV","1.0","2019"
"UUWW","LZIB","6.0","2019"
"2SC8","12SC","1.0","2019"
"KMTN","KMKC","1.0","2019"
"KIND","KSGS","7.0","2019"
"EGNP","LEAL","7.0","2019"
"EGCN","EPPO","2.0","2019"
"EDDK","EDMO","3.0","2019"
"KBNA","KBWI","6.0","2019"
"KMSP","KTUS","11.0","2019"
"KSJC","KCCR","1.0","2019"
"KFXE","0FL0","1.0","2019"
"MI56","KPWK","1.0","2019"
"09AK","AK86","1.0","2019"
"KMCC","KCDC","1.0","2019"
"EGBG","EGBP","1.0","2019"
"LFKJ","LFMY","3.0","2019"
"LYBE","LIMC","2.0","2019"
"FL16","K47A","2.0","2019"
"KCLL","KAUS","2.0","2019"
"KLNC","6TX6","1.0","2019"
"EDWN","EDLS","3.0","2019"
"KLGA","NK71","6.0","2019"
"KMCI","TS07","1.0","2019"
"KSAN","KHWO","5.0","2019"
"LJNM","LJPT","1.0","2019"
"KDCA","4GA6","14.0","2019"
"LGAV","LSGG","1.0","2019"
"KSQL","KMRY","2.0","2019"
"KL35","KSNA","3.0","2019"
"86WA","KZ10","1.0","2019"
"MD43","KLOM","1.0","2019"
"KMIA","KPHL","8.0","2019"
"3NK8","KISP","1.0","2019"
"EGWU","LPPT","1.0","2019"
"EDLP","ESSA","1.0","2019"
"K6G1","KAXQ","4.0","2019"
"LFBD","LFQL","1.0","2019"
"LSZA","LKKB","1.0","2019"
"EPMO","EDDK","5.0","2019"
"KXNA","KEWR","3.0","2019"
"KF70","KSDL","1.0","2019"
"KHWO","06FA","4.0","2019"
"KFKL","88PA","2.0","2019"
"KROG","KSTL","1.0","2019"
"KERI","1II8","1.0","2019"
"LFBF","LFDJ","1.0","2019"
"KACT","TX40","1.0","2019"
"EDFE","EDLN","1.0","2019"
"EDRW","EDRW","1.0","2019"
"KMWC","1WI8","2.0","2019"
"EDDF","FATA","6.0","2019"
"KPIT","KCLE","1.0","2019"
"KEWR","KTTN","1.0","2019"
"KSEZ","KDVT","1.0","2019"
"KAVQ","KPAN","1.0","2019"
"94XS","45TX","1.0","2019"
"4AZ8","KFFZ","1.0","2019"
"KAJO","KRAL","8.0","2019"
"LFPB","LHBP","1.0","2019"
"KPMP","KTPA","2.0","2019"
"EPLL","EPKA","1.0","2019"
"KORL","3PS9","1.0","2019"
"EDDL","KMIA","1.0","2019"
"KSTL","KBED","5.0","2019"
"KGSP","KIND","2.0","2019"
"KBWI","K2W5","2.0","2019"
"EDNH","EDMA","2.0","2019"
"SLLJ","SLVR","1.0","2019"
"KYNG","K41N","2.0","2019"
"KHAF","KSNA","1.0","2019"
"ESOE","ESSX","1.0","2019"
"K36U","KVGT","1.0","2019"
"YBAF","YTYH","1.0","2019"
"6GA0","CYHM","1.0","2019"
"EGGW","KBED","1.0","2019"
"77OH","8KY6","3.0","2019"
"5TA1","K9F9","1.0","2019"
"KRBD","KTKI","2.0","2019"
"KOMA","KSGR","1.0","2019"
"KPCM","KN87","1.0","2019"
"KLHW","KLHW","1.0","2019"
"KFKL","KUCP","3.0","2019"
"8TA7","KFTW","2.0","2019"
"KRDG","PN50","2.0","2019"
"CT15","KPHL","1.0","2019"
"1NY4","KPTD","1.0","2019"
"KENW","KTEB","1.0","2019"
"KADS","K21F","5.0","2019"
"YMML","YMUR","10.0","2019"
"KFXE","KSWF","1.0","2019"
"KONT","KTNT","1.0","2019"
"KVUO","KMDW","1.0","2019"
"KBCT","KBNA","1.0","2019"
"KCRQ","35TX","1.0","2019"
"KAPA","KGXY","6.0","2019"
"EGSM","EGGW","1.0","2019"
"KACY","KACY","1.0","2019"
"KLIC","K48K","1.0","2019"
"PA84","0PA4","1.0","2019"
"VIDP","LSZA","1.0","2019"
"47TA","KDAL","1.0","2019"
"KPWA","KOJC","2.0","2019"
"WA68","OR38","1.0","2019"
"KPAO","KTCY","3.0","2019"
"KOJC","KHSD","2.0","2019"
"EDDT","LIBR","3.0","2019"
"EBMO","EBMO","1.0","2019"
"RJTJ","PANC","1.0","2019"
"OTBD","LKKL","1.0","2019"
"28MO","2MO2","1.0","2019"
"EGCC","GVBA","1.0","2019"
"SC86","KLQK","5.0","2019"
"LIRF","LKRY","1.0","2019"
"LPPT","LIPM","3.0","2019"
"II18","KLAF","2.0","2019"
"KFTW","TE99","1.0","2019"
"KISP","KTPA","2.0","2019"
"KTOI","KTOI","4.0","2019"
"LYBE","LSZM","2.0","2019"
"KWHP","KLAS","1.0","2019"
"KSAT","KERV","2.0","2019"
"3GE9","KMGE","1.0","2019"
"LFPB","LEMD","1.0","2019"
"8MO7","KLXT","1.0","2019"
"KGXY","KFTG","1.0","2019"
"KGCN","KPRC","1.0","2019"
"59NC","KSTL","3.0","2019"
"FD83","KCLT","1.0","2019"
"LIMJ","LIBD","4.0","2019"
"KPDX","KSBD","1.0","2019"
"KUKT","PA49","3.0","2019"
"KDFW","FL57","1.0","2019"
"KMWC","34WI","1.0","2019"
"KMHR","KSBD","1.0","2019"
"KPDK","KGRR","1.0","2019"
"LKVO","EBMB","8.0","2019"
"KBOS","KSJC","2.0","2019"
"KSFO","KSDL","2.0","2019"
"GOBD","LTFJ","1.0","2019"
"2NC1","KHWO","1.0","2019"
"KPNE","NK71","1.0","2019"
"KGEU","KSDL","4.0","2019"
"KF70","2CN3","1.0","2019"
"SN59","KPHX","1.0","2019"
"OBBI","EDCT","1.0","2019"
"KPSP","KBOS","3.0","2019"
"KHXD","2GA2","1.0","2019"
"LPAR","SDVL","1.0","2019"
"LSZM","EIWT","1.0","2019"
"CYCD","CYCD","1.0","2019"
"LKVO","EGMC","1.0","2019"
"LFAY","LSZM","1.0","2019"
"KCCR","KHWD","1.0","2019"
"EDML","EDDC","1.0","2019"
"FL50","KHWO","1.0","2019"
"LKVO","EDDB","1.0","2019"
"KPVD","EIDW","1.0","2019"
"CL36","KLHM","1.0","2019"
"EPWR","LIRA","1.0","2019"
"9PA2","KUKT","1.0","2019"
"KSAT","KCPT","1.0","2019"
"KAPA","CO42","1.0","2019"
"KPBI","KSPG","1.0","2019"
"KXNA","SC08","1.0","2019"
"CYYZ","KOAK","1.0","2019"
"KPBI","KDXR","1.0","2019"
"LSZG","LIMA","1.0","2019"
"AL34","KMDQ","1.0","2019"
"KHEF","3VG7","1.0","2019"
"MD82","KN69","1.0","2019"
"3PA1","KFDK","1.0","2019"
"KELP","KU42","1.0","2019"
"VMMC","ZBAA","1.0","2019"
"37IN","KBMI","1.0","2019"
"8MA4","KN82","1.0","2019"
"EGJJ","EGWU","2.0","2019"
"EIDW","VMMC","1.0","2019"
"KXNA","KPHL","1.0","2019"
"LE85","LPPT","1.0","2019"
"EDAZ","EDVN","1.0","2019"
"KSYR","KSYR","1.0","2019"
"EIDW","EYKA","1.0","2019"
"KIAH","KJFK","1.0","2019"
"XS42","XS17","1.0","2019"
"KJFK","SC46","1.0","2019"
"KGTU","KHND","1.0","2019"
"UWUU","UWUU","1.0","2019"
"KBMI","33IL","1.0","2019"
"LTBW","LEMD","1.0","2019"
"KSPA","KDFW","1.0","2019"
"KJYO","KDXR","1.0","2019"
"EGKK","LIAT","2.0","2019"
"KHLR","KHLR","1.0","2019"
"LTFJ","EGKK","5.0","2019"
"KN89","KHWV","1.0","2019"
"EPWK","EPLR","1.0","2019"
"KALN","KSDL","1.0","2019"
"FD42","KTPF","1.0","2019"
"KCIC","KPAO","1.0","2019"
"KPWA","25SC","1.0","2019"
"KBLM","KOBI","1.0","2019"
"VABB","LSGG","1.0","2019"
"1PS0","7PS7","1.0","2019"
"KSJT","TX40","1.0","2019"
"KLGB","KBFI","1.0","2019"
"PS35","KCXY","1.0","2019"
"LSGG","LIMZ","1.0","2019"
"ULLI","EGPF","1.0","2019"
"KLOM","7OH5","1.0","2019"
"82PA","SC08","1.0","2019"
"KOBI","03NY","1.0","2019"
"7TS2","KRND","1.0","2019"
"KIAD","KBMI","3.0","2019"
"AL72","GA53","1.0","2019"
"PS25","14PA","1.0","2019"
"05MD","MD48","1.0","2019"
"EHRD","EDVE","1.0","2019"
"1PA6","PA76","1.0","2019"
"95IN","67II","1.0","2019"
"FL78","KVDF","1.0","2019"
"KPVU","KSJC","1.0","2019"
"LFMA","LFCQ","1.0","2019"
"WMSA","ENKJ","1.0","2019"
"KZPH","FA27","1.0","2019"
"KBUR","KBUF","1.0","2019"
"WA04","KRNT","1.0","2019"
"KIAH","EDDM","1.0","2019"
"EGPF","EGKR","2.0","2019"
"LKMT","EDAM","1.0","2019"
"KMYF","KSAT","1.0","2019"
"KSNA","KBCT","1.0","2019"
"SC51","2GA2","1.0","2019"
"EINN","EGAA","1.0","2019"
"KHPN","37VT","1.0","2019"
"FD38","FA44","2.0","2019"
"3IL2","KLOT","1.0","2019"
"KSTL","52MO","1.0","2019"
"EGKK","LIEO","2.0","2019"
"KLAL","KLAL","17.0","2019"
"KU77","UT08","6.0","2019"
"PS38","KN12","1.0","2019"
"2PA0","2PA0","1.0","2019"
"LTBA","LTAB","15.0","2019"
"LFML","LFPG","46.0","2019"
"KIAD","KHPN","20.0","2019"
"EBBR","LGAV","17.0","2019"
"EDDT","LIMJ","2.0","2019"
"VHHH","CYYZ","4.0","2019"
"KDCA","KRDU","41.0","2019"
"KPBI","CT39","1.0","2019"
"KDVT","42AZ","6.0","2019"
"EDDM","LIMC","49.0","2019"
"LSZH","EVRA","8.0","2019"
"EGNM","LEMP","4.0","2019"
"ENGM","EFHK","34.0","2019"
"KOMA","KSUS","2.0","2019"
"SLCB","SLVR","36.0","2019"
"LEMD","EDDH","14.0","2019"
"KORD","KIND","87.0","2019"
"EKCH","LSZM","9.0","2019"
"EKCH","ENVA","19.0","2019"
"ELLX","WSAP","2.0","2019"
"MA64","KOWD","1.0","2019"
"KOJC","4MO0","2.0","2019"
"01VA","KFDK","3.0","2019"
"EDRK","EDDS","1.0","2019"
"CYYZ","KBED","16.0","2019"
"KNTD","KNTD","27.0","2019"
"KCPS","KALN","1.0","2019"
"KNTD","KMYF","1.0","2019"
"KSTS","KSTS","7.0","2019"
"RPLC","RJBB","3.0","2019"
"EGKK","LGSR","7.0","2019"
"OMDB","LFPG","41.0","2019"
"EGPF","EICK","5.0","2019"
"OTBD","LIMC","6.0","2019"
"KSQL","63CN","2.0","2019"
"EKCH","EDDF","44.0","2019"
"7NC6","51NC","1.0","2019"
"KRNO","KSJC","25.0","2019"
"KDFW","4GA6","11.0","2019"
"LKPR","LSGG","5.0","2019"
"KMDT","DE07","1.0","2019"
"KPAO","K1Q4","1.0","2019"
"EGBT","EGNX","2.0","2019"
"KAPA","7PS7","1.0","2019"
"KCMA","KCCB","5.0","2019"
"LFPO","LGAV","10.0","2019"
"LLBG","UUWW","2.0","2019"
"KCLE","KJWN","1.0","2019"
"KLZZ","0XA7","1.0","2019"
"KPHX","KLGF","7.0","2019"
"EDSH","EDNY","1.0","2019"
"LGKO","LGIR","1.0","2019"
"KAPA","CO97","1.0","2019"
"KBOS","KBNA","8.0","2019"
"KGNV","33FD","2.0","2019"
"LIRF","SAEZ","15.0","2019"
"KMAF","KADS","1.0","2019"
"FL16","FL57","1.0","2019"
"KPHL","KOPF","36.0","2019"
"8KY6","KDCA","12.0","2019"
"KMSP","MY28","2.0","2019"
"KSEA","OH57","1.0","2019"
"KCGZ","30AZ","1.0","2019"
"EDMS","EDTY","1.0","2019"
"6PN9","KCXY","1.0","2019"
"SBLO","SBSP","4.0","2019"
"KHEF","3MD8","1.0","2019"
"KATW","KMSN","5.0","2019"
"82PA","KDCA","4.0","2019"
"CYYZ","25GA","11.0","2019"
"KBUR","KTEB","6.0","2019"
"EDDF","4GA6","1.0","2019"
"SBKP","SBBR","34.0","2019"
"KHXD","72GA","4.0","2019"
"SBSP","SNPA","1.0","2019"
"EGBK","EGNH","1.0","2019"
"LLBG","VHHH","2.0","2019"
"ELLX","EGKK","4.0","2019"
"LPPT","KMIA","1.0","2019"
"KFDK","PN01","1.0","2019"
"LEAL","DAAG","8.0","2019"
"EPMO","LGAV","4.0","2019"
"KCPS","AL72","1.0","2019"
"LTBA","ESGG","8.0","2019"
"EKCH","LIRU","3.0","2019"
"KSMO","KCMA","17.0","2019"
"LJMB","LJMB","11.0","2019"
"KAGC","5PA3","1.0","2019"
"KW45","90VA","1.0","2019"
"KSAC","77CA","1.0","2019"
"EDDS","LFPG","2.0","2019"
"KPHX","KAFW","3.0","2019"
"KCCB","KEMT","2.0","2019"
"NZAA","OTHH","4.0","2019"
"KLGB","1AZ2","4.0","2019"
"EGJJ","EGBB","2.0","2019"
"EDDK","EDBE","1.0","2019"
"LKPR","EFHK","9.0","2019"
"KSTL","KTEB","5.0","2019"
"TXKF","KHWO","1.0","2019"
"KORD","RJAK","6.0","2019"
"KSLR","KADS","1.0","2019"
"EDDS","ETAR","1.0","2019"
"PAMR","7AK4","1.0","2019"
"KORD","EHBK","4.0","2019"
"SBSJ","SSLI","1.0","2019"
"KHSV","KMDQ","1.0","2019"
"K4SD","NV17","1.0","2019"
"KJFK","KCLE","12.0","2019"
"KELP","KLAX","1.0","2019"
"KSMO","CL25","1.0","2019"
"YSCB","YPPH","10.0","2019"
"KLGA","NY72","6.0","2019"
"KIWA","KMZJ","1.0","2019"
"KORD","EBMB","5.0","2019"
"KIAD","30NY","2.0","2019"
"EGJA","EGJB","6.0","2019"
"KFDK","MD64","1.0","2019"
"KLAS","KFUL","1.0","2019"
"UKKK","LEBL","4.0","2019"
"KMDQ","KHSV","1.0","2019"
"91IS","KGBG","1.0","2019"
"KO69","KO08","1.0","2019"
"KORD","20GA","16.0","2019"
"TBPB","CYUL","1.0","2019"
"KTUS","KAPA","1.0","2019"
"KFFZ","55AZ","11.0","2019"
"KFLL","KIAD","16.0","2019"
"18AR","3AR7","2.0","2019"
"KFFZ","KAVQ","12.0","2019"
"KT67","TA87","1.0","2019"
"KFKL","KBTP","1.0","2019"
"KMDW","2NJ3","1.0","2019"
"KGAI","KHEF","2.0","2019"
"1PA6","KFRG","1.0","2019"
"KSJC","KORD","20.0","2019"
"EVRA","OMAD","1.0","2019"
"KMRY","63CN","1.0","2019"
"YWLM","YCNK","4.0","2019"
"KO20","KMOD","1.0","2019"
"BIKF","KEWR","3.0","2019"
"2FA4","KFXE","5.0","2019"
"KU42","KDCA","1.0","2019"
"KPSP","KL35","2.0","2019"
"LEZG","KJFK","3.0","2019"
"KCLT","KGRB","1.0","2019"
"EDDE","EDBJ","1.0","2019"
"KSUS","KAFW","1.0","2019"
"LFBD","EDDB","4.0","2019"
"KUES","KBJC","1.0","2019"
"1TS2","1TS2","1.0","2019"
"KIAD","00NY","2.0","2019"
"EHEH","LGAV","6.0","2019"
"KMCO","KLDJ","9.0","2019"
"KJFK","FA18","1.0","2019"
"EBCI","LFFW","1.0","2019"
"LIRF","LBSF","1.0","2019"
"KJYO","KROA","1.0","2019"
"KHPN","KENW","1.0","2019"
"85MI","KHLM","2.0","2019"
"ESKN","EDDW","3.0","2019"
"KLAX","KAFW","5.0","2019"
"KSTL","FD83","4.0","2019"
"EDDM","LTBJ","2.0","2019"
"UUDD","EBBR","4.0","2019"
"K12Y","MN18","1.0","2019"
"KMGE","KPUJ","1.0","2019"
"KCGS","KDCA","2.0","2019"
"KTYQ","CYYZ","1.0","2019"
"PAHO","PAEN","1.0","2019"
"KTEX","KSJC","1.0","2019"
"EDTS","EDTS","5.0","2019"
"KDWH","KGLE","1.0","2019"
"EDFE","EDFB","3.0","2019"
"KGTU","07TS","3.0","2019"
"EGNM","LPMA","1.0","2019"
"LSZH","LFMY","2.0","2019"
"LJLJ","LSZH","4.0","2019"
"KRNO","KONT","1.0","2019"
"CD13","6GA0","1.0","2019"
"KSGR","8XS1","1.0","2019"
"EDDF","LIPM","5.0","2019"
"KBJC","CYVR","1.0","2019"
"KEWR","92NY","3.0","2019"
"KOMA","KVUO","1.0","2019"
"EGBJ","LFPB","1.0","2019"
"KTEB","TX05","1.0","2019"
"6II6","4IN9","1.0","2019"
"VIDP","OMDW","2.0","2019"
"KPDK","KTOC","2.0","2019"
"LEBB","EGKK","1.0","2019"
"IG03","IN87","1.0","2019"
"KMQS","KLBE","1.0","2019"
"LL65","57IS","1.0","2019"
"EDLI","EDLI","4.0","2019"
"0NJ5","K17N","1.0","2019"
"KGTU","KSJT","2.0","2019"
"KCRQ","KUDD","2.0","2019"
"SBBR","KMIA","1.0","2019"
"CT96","K4B8","1.0","2019"
"KLNC","KT85","1.0","2019"
"RKSI","VABB","3.0","2019"
"CYTZ","CNV9","1.0","2019"
"KHOU","K1H0","1.0","2019"
"EDNY","EHGG","1.0","2019"
"KIAD","49NY","1.0","2019"
"KLXT","KGLY","1.0","2019"
"TXKF","CYYZ","4.0","2019"
"KLOM","KPTW","1.0","2019"
"KOAK","CA35","1.0","2019"
"KLUK","IN81","1.0","2019"
"KMFE","68MI","1.0","2019"
"KDEN","3NE9","1.0","2019"
"LFPB","GOOY","1.0","2019"
"LIMB","LILC","1.0","2019"
"LFRD","LFMY","1.0","2019"
"MA19","KAXQ","1.0","2019"
"KCDW","CYOW","1.0","2019"
"LHBP","ESSP","2.0","2019"
"LOWS","LKKB","1.0","2019"
"KOWD","KTEB","2.0","2019"
"7TA0","KSTC","1.0","2019"
"LIRF","0GE0","1.0","2019"
"LKPR","EGNP","1.0","2019"
"EPWR","ESMS","1.0","2019"
"KLUK","KGAI","1.0","2019"
"KLSV","K61B","1.0","2019"
"KAUS","KTUS","3.0","2019"
"KHHR","KVGT","3.0","2019"
"LFPV","LFPF","1.0","2019"
"UT08","K36U","1.0","2019"
"KPNE","KLGA","1.0","2019"
"CYND","CZBM","1.0","2019"
"EDDH","LKSN","1.0","2019"
"SC24","7TN3","1.0","2019"
"NJ46","NJ46","1.0","2019"
"KANE","KABY","1.0","2019"
"37CA","KMYF","1.0","2019"
"XS74","KDAL","1.0","2019"
"KLGA","KN51","1.0","2019"
"EPPO","EDNL","1.0","2019"
"KFFM","KFCM","1.0","2019"
"EGBB","EGMA","1.0","2019"
"UAAA","UAAR","1.0","2019"
"31WN","KOSH","1.0","2019"
"EIWT","EGLL","2.0","2019"
"KAPA","KHWD","2.0","2019"
"6PA1","KMQS","1.0","2019"
"RKPK","RKPK","3.0","2019"
"KPAE","WN35","1.0","2019"
"TX43","KADS","2.0","2019"
"KIWA","KGRK","1.0","2019"
"UUWW","LTBR","1.0","2019"
"KSBM","4NC3","1.0","2019"
"LL26","KCPS","1.0","2019"
"KN47","7IS2","1.0","2019"
"LA73","KSAT","1.0","2019"
"MI77","85MI","1.0","2019"
"EDLW","EDKP","1.0","2019"
