"Source","Target","flights_count","flight_year"
"8MI4","37MI","1.0","2020"
"KEWR","KW96","1.0","2020"
"LSZI","EDNY","1.0","2020"
"KAOV","MO77","1.0","2020"
"5IN6","3IN3","1.0","2020"
"KGYY","KOPF","1.0","2020"
"36AZ","KPAN","1.0","2020"
"K0F7","KFYV","1.0","2020"
"LFML","EGSS","1.0","2020"
"KGYH","3GE3","1.0","2020"
"KOAK","KBWI","2.0","2020"
"KAPC","KBOI","1.0","2020"
"LSZH","KMIA","2.0","2020"
"KHND","KPHX","1.0","2020"
"KFFZ","KPHX","1.0","2020"
"EHAM","EDRY","1.0","2020"
"OMSJ","VIDP","1.0","2020"
"KDVT","KHND","1.0","2020"
"KLNK","KFET","1.0","2020"
"KBED","1FD4","1.0","2020"
"KEGI","KABQ","1.0","2020"
"KIWA","KRIR","1.0","2020"
"KSBA","KRIR","2.0","2020"
"KIWA","AN01","1.0","2020"
"LSGP","LSZG","1.0","2020"
"KADW","KNGU","1.0","2020"
"KUAO","22OR","1.0","2020"
"KCOE","MT84","1.0","2020"
"FA37","FL41","1.0","2020"
"EDFH","EYKA","1.0","2020"
"KGSO","0TS2","1.0","2020"
"KOXR","KCRQ","1.0","2020"
"KPVU","UT13","1.0","2020"
"KEBG","KT05","1.0","2020"
"UUDD","LEPA","1.0","2020"
"LEMD","KTMB","1.0","2020"
"KO88","KHWD","1.0","2020"
"KFTW","59TX","1.0","2020"
"KTEW","04MI","1.0","2020"
"74XA","KRBD","1.0","2020"
"KGRR","FL57","1.0","2020"
"AL29","K3A1","1.0","2020"
"8MD7","KPHL","1.0","2020"
"KCVG","KLUK","1.0","2020"
"KSFO","KSMX","1.0","2020"
"MY28","9MN1","1.0","2020"
"2IN0","04II","1.0","2020"
"KI68","KI68","2.0","2020"
"KDFW","KBKL","1.0","2020"
"MN15","KFCM","2.0","2020"
"KSDF","KASH","3.0","2020"
"KFFC","KMAC","1.0","2020"
"KAKH","KSAN","4.0","2020"
"KX39","4FD7","1.0","2020"
"KSDF","PANC","26.0","2020"
"XA68","KT31","1.0","2020"
"KLAX","YSSY","8.0","2020"
"KTPA","KAGC","10.0","2020"
"EHAM","LFPG","21.0","2020"
"KFLL","FA60","1.0","2020"
"EFHK","EFKU","5.0","2020"
"ESOW","ESOW","79.0","2020"
"KFMY","FA37","1.0","2020"
"WS17","KOCQ","6.0","2020"
"EBBR","RKSI","5.0","2020"
"2WI7","KMSN","1.0","2020"
"KLAX","ELLX","5.0","2020"
"NC63","NC63","2.0","2020"
"KC35","MI50","1.0","2020"
"EHAM","EDDP","12.0","2020"
"KBWI","TJIG","5.0","2020"
"KK52","KSTL","7.0","2020"
"EDDM","EDDV","7.0","2020"
"KADS","K1F4","1.0","2020"
"KFCM","2MN9","1.0","2020"
"KBUF","KBWI","12.0","2020"
"KATW","KARR","2.0","2020"
"KSAT","KLAX","24.0","2020"
"KSUS","KIWA","1.0","2020"
"YBUP","YMMB","1.0","2020"
"KJFK","NY09","2.0","2020"
"CYYZ","MI37","1.0","2020"
"KENW","1WI6","3.0","2020"
"KN06","KANP","1.0","2020"
"KMWC","KC35","1.0","2020"
"KCMH","KISP","3.0","2020"
"YPJT","YMUL","23.0","2020"
"KIAH","KORF","8.0","2020"
"KTYS","KATL","31.0","2020"
"SLVR","LEMD","1.0","2020"
"KSPI","9NC9","1.0","2020"
"KSTL","4IL3","2.0","2020"
"ESSA","EGLL","10.0","2020"
"KMCI","KBNA","10.0","2020"
"VHHH","EDDK","8.0","2020"
"KSRQ","KMIA","1.0","2020"
"EDOD","EDAZ","1.0","2020"
"KCVG","KAPA","1.0","2020"
"EDFL","EDFL","3.0","2020"
"GA53","0GE4","1.0","2020"
"LEBL","LEIB","7.0","2020"
"KDEN","KSBP","8.0","2020"
"KMKC","KAEG","1.0","2020"
"KMCW","KEAG","4.0","2020"
"KFNL","KAPA","2.0","2020"
"KTOA","KU08","1.0","2020"
"KHYA","K1B9","2.0","2020"
"35CN","KDWA","1.0","2020"
"WA58","WN07","1.0","2020"
"SN42","SN47","1.0","2020"
"FL97","3FD4","1.0","2020"
"KTYS","KVDF","1.0","2020"
"KLAX","KMAC","1.0","2020"
"KBUF","CHF2","1.0","2020"
"KBFI","KBOI","2.0","2020"
"KEWR","KMDT","4.0","2020"
"KLAS","KDTW","11.0","2020"
"BIKF","KMIA","1.0","2020"
"79FD","FL16","7.0","2020"
"KBWI","KEWR","17.0","2020"
"KBOI","KDEN","4.0","2020"
"KMIA","FD77","1.0","2020"
"KORD","LL09","3.0","2020"
"KHRL","KT41","1.0","2020"
"EKCH","LKVO","1.0","2020"
"89LL","IL29","1.0","2020"
"86TE","KSAT","1.0","2020"
"KPHX","KIWA","11.0","2020"
"00KS","KIXD","2.0","2020"
"KDTW","1WI6","6.0","2020"
"2TA4","27XS","1.0","2020"
"KFTW","22OK","1.0","2020"
"KJFK","LFPG","5.0","2020"
"KMTN","KTHV","3.0","2020"
"4II7","4IN8","1.0","2020"
"KMCI","KSFO","1.0","2020"
"2OH8","0OH9","1.0","2020"
"KGKJ","KGKJ","1.0","2020"
"VA87","VA87","1.0","2020"
"UT08","UT41","1.0","2020"
"FL40","0FL0","1.0","2020"
"LFGA","LFBO","1.0","2020"
"KORL","KROC","1.0","2020"
"KSJC","07KY","1.0","2020"
"LFLY","LFTW","1.0","2020"
"KK81","KMKC","1.0","2020"
"KSJC","KSNS","1.0","2020"
"KOMA","KTUS","1.0","2020"
"KGEU","KCHD","1.0","2020"
"34FL","K82J","1.0","2020"
"KAKH","NC63","4.0","2020"
"KPIT","KPHX","3.0","2020"
"KSTS","CA39","1.0","2020"
"EDDF","OMAM","1.0","2020"
"ZGGG","ZGGG","1.0","2020"
"K0G7","K0G7","1.0","2020"
"KOFK","KMLE","2.0","2020"
"KY70","KHLM","1.0","2020"
"KHND","KU08","2.0","2020"
"KCRQ","KRNM","13.0","2020"
"KMMV","KRNT","1.0","2020"
"FA37","KVNC","2.0","2020"
"KSYR","KMVY","1.0","2020"
"WSSS","YPPH","5.0","2020"
"CYUL","KIAD","2.0","2020"
"KMDT","19PA","1.0","2020"
"UMKK","UUDD","3.0","2020"
"KABE","2NC1","1.0","2020"
"7IS5","IL34","1.0","2020"
"KSCK","K1O2","1.0","2020"
"KO41","KDWA","1.0","2020"
"KL08","7CL9","1.0","2020"
"KPIT","KTYS","1.0","2020"
"LFSI","LFBD","1.0","2020"
"EHAM","EETN","1.0","2020"
"UUWW","EDDK","3.0","2020"
"KCXY","PS02","1.0","2020"
"WV61","KMRB","1.0","2020"
"KBOW","KFLL","1.0","2020"
"KGYR","KFCM","1.0","2020"
"UUEE","EDFH","1.0","2020"
"EDDK","EDRV","1.0","2020"
"KAPF","IL38","1.0","2020"
"3MO8","SN47","1.0","2020"
"KLUK","MI56","2.0","2020"
"WSSS","OMDW","1.0","2020"
"KATL","20II","6.0","2020"
"78MI","KRDU","2.0","2020"
"KUES","KPGD","1.0","2020"
"KAPF","FL41","1.0","2020"
"10GA","GA53","1.0","2020"
"KFNL","2CO3","1.0","2020"
"7IL8","LL10","1.0","2020"
"29OH","33FA","1.0","2020"
"KHZY","8OH8","1.0","2020"
"KDVT","37AZ","3.0","2020"
"KDAL","92TA","1.0","2020"
"3VA8","KNGU","1.0","2020"
"K06C","4LL8","2.0","2020"
"KBWI","KSCH","1.0","2020"
"KONT","MY52","1.0","2020"
"KOAK","CO12","6.0","2020"
"LKPR","LKKB","1.0","2020"
"KTRL","35MN","1.0","2020"
"KI68","22IN","1.0","2020"
"KBAZ","TX92","1.0","2020"
"NC42","KJQF","1.0","2020"
"KFLG","KSLC","1.0","2020"
"KADW","KXSA","1.0","2020"
"KTEB","KHVN","1.0","2020"
"KPHL","3PS9","1.0","2020"
"KL35","KEMT","2.0","2020"
"4LL8","IL36","1.0","2020"
"MI89","FA37","1.0","2020"
"CA41","KO32","1.0","2020"
"KPWT","WA22","1.0","2020"
"KGSO","24NC","1.0","2020"
"KFTW","8TX6","1.0","2020"
"IA56","24IA","1.0","2020"
"IS34","KAJG","1.0","2020"
"KFUL","KPRC","1.0","2020"
"KMCF","KFXE","1.0","2020"
"KFMY","1FD4","1.0","2020"
"KFRG","KPVD","1.0","2020"
"KMKY","NC03","1.0","2020"
"8TE0","TX09","1.0","2020"
"KMIA","KCGF","1.0","2020"
"0WI7","7WI9","1.0","2020"
"67LL","KDPA","1.0","2020"
"CYCC","CYOW","1.0","2020"
"KCLT","25GA","1.0","2020"
"KLOU","K3I7","1.0","2020"
"EDHK","EDHK","1.0","2020"
"EHAM","EDDH","1.0","2020"
"KROA","VA71","1.0","2020"
"KDAB","KFLL","1.0","2020"
"EKRD","EKRK","1.0","2020"
"KMCC","KM45","1.0","2020"
"OTBH","OE51","1.0","2020"
"KFAT","22CL","1.0","2020"
"KISO","5NC3","1.0","2020"
"LFBD","LSZM","1.0","2020"
"31TA","XA33","1.0","2020"
"TE88","KDWH","1.0","2020"
"K1J6","KEVB","1.0","2020"
"LEMD","KLAX","1.0","2020"
"KHSV","KAKH","1.0","2020"
"KLGB","KCMR","1.0","2020"
"KCGF","KROC","1.0","2020"
"5FL0","KCLW","1.0","2020"
"LJLJ","LJDI","1.0","2020"
"KISP","KDPL","1.0","2020"
"KFFC","0GA0","1.0","2020"
"LFLU","LEVC","1.0","2020"
"NZMZ","NZMZ","1.0","2020"
"KAFW","KPHX","7.0","2020"
"KCOE","KCOE","19.0","2020"
"KSRQ","KLUK","2.0","2020"
"KDVN","KDVN","14.0","2020"
"KDWH","TX05","4.0","2020"
"OMDW","WSAP","1.0","2020"
"KCLT","1WI6","7.0","2020"
"KSEZ","KSDL","6.0","2020"
"KSTS","KSAN","9.0","2020"
"KDUJ","PN01","12.0","2020"
"KPMV","KAIO","1.0","2020"
"KONT","KDFW","31.0","2020"
"UNNT","UUEE","8.0","2020"
"OK21","KRVS","1.0","2020"
"KMCC","92CL","1.0","2020"
"LFBO","LFPO","1.0","2020"
"EGTC","EGUY","2.0","2020"
"OE47","OERY","1.0","2020"
"KDFW","KSAF","13.0","2020"
"CYHM","WN35","2.0","2020"
"8OA6","KAPF","1.0","2020"
"VT48","KEWR","3.0","2020"
"KCRQ","KONT","1.0","2020"
"LIRF","LSZH","5.0","2020"
"KSNA","KSLI","4.0","2020"
"KILG","KMMU","2.0","2020"
"TJIG","KNYL","1.0","2020"
"KN71","KDMW","1.0","2020"
"KABQ","KSUS","1.0","2020"
"KRNT","06WN","1.0","2020"
"KMKE","LL97","1.0","2020"
"EBLG","OTHH","17.0","2020"
"KDCA","KMCF","11.0","2020"
"CYTZ","CNQ4","1.0","2020"
"KATL","KMSN","4.0","2020"
"KOJC","KMLE","3.0","2020"
"FD53","KMIA","1.0","2020"
"KMCO","KRDU","3.0","2020"
"PAMR","36AK","1.0","2020"
"KBNA","34CO","1.0","2020"
"OMDB","SBGR","1.0","2020"
"KBUR","KSJC","25.0","2020"
"LFPG","DAAG","7.0","2020"
"37MI","MI50","2.0","2020"
"VABB","VAPO","1.0","2020"
"EHAM","SBGR","3.0","2020"
"1CA6","KSEE","4.0","2020"
"KFMY","KTUL","1.0","2020"
"KSMF","KSNA","14.0","2020"
"KC81","77WI","3.0","2020"
"LGIO","LGAV","2.0","2020"
"KTOA","KFUL","6.0","2020"
"0CO1","KBDU","3.0","2020"
"KSAT","KPIE","2.0","2020"
"KORD","KFWA","11.0","2020"
"KXNA","KLAX","6.0","2020"
"KCMI","KSUS","1.0","2020"
"K3DW","K3DW","5.0","2020"
"42CN","KWHP","1.0","2020"
"KHAF","KPRB","1.0","2020"
"1MN5","KMSP","2.0","2020"
"KBJJ","KBJJ","1.0","2020"
"1GE9","1GE7","1.0","2020"
"KPIE","KDFW","1.0","2020"
"RJTO","RJTJ","1.0","2020"
"EDAT","EDAT","1.0","2020"
"KAFW","60CO","1.0","2020"
"EHEH","EDDK","1.0","2020"
"CZBB","CYYJ","3.0","2020"
"KRND","TE75","1.0","2020"
"NM02","KABQ","3.0","2020"
"MD31","K9D4","1.0","2020"
"KFCM","KGYL","10.0","2020"
"EFHK","EDDT","1.0","2020"
"KSFO","KLGB","1.0","2020"
"KAVQ","KCHD","7.0","2020"
"KPRC","KLAX","5.0","2020"
"EHRD","LIMJ","1.0","2020"
"KSAC","KO20","1.0","2020"
"KCMH","KGAI","1.0","2020"
"LFNF","LFNV","1.0","2020"
"VHHH","KIAH","1.0","2020"
"78WA","KBFI","1.0","2020"
"KSEZ","KBJC","1.0","2020"
"KIAD","LS76","1.0","2020"
"KCTK","KK06","1.0","2020"
"KSDF","KAKH","3.0","2020"
"MD12","2PS3","1.0","2020"
"CYGK","CYUL","1.0","2020"
"KLZU","KMGE","2.0","2020"
"DE23","KLNS","1.0","2020"
"18FD","KNPA","1.0","2020"
"KISM","KMSP","3.0","2020"
"34CN","KMCE","1.0","2020"
"ESSA","EDDK","5.0","2020"
"KMDT","FD29","1.0","2020"
"CYUL","CJL5","1.0","2020"
"3WI1","KUES","1.0","2020"
"KDAY","KAKH","5.0","2020"
"KPHF","24FL","1.0","2020"
"KBOS","78MI","5.0","2020"
"KFLL","KSAN","3.0","2020"
"EDDK","EDSB","1.0","2020"
"11MA","K1B6","1.0","2020"
"VGTJ","OMSJ","1.0","2020"
"ELLX","66II","1.0","2020"
"EGWN","EGSX","1.0","2020"
"KOMA","KSAF","1.0","2020"
"OI22","K1G1","2.0","2020"
"KAKQ","25MD","1.0","2020"
"EGLL","LHBP","5.0","2020"
"KPVG","NJ58","1.0","2020"
"KDCA","3SC4","1.0","2020"
"7IL3","KFLL","1.0","2020"
"KFAY","KJYO","1.0","2020"
"K3C8","KHWV","1.0","2020"
"KRDG","NK47","1.0","2020"
"KLAS","KU30","1.0","2020"
"KAEG","NM74","4.0","2020"
"KLNC","KGPM","3.0","2020"
"LSZH","KEWR","3.0","2020"
"EFHK","RJTK","1.0","2020"
"SBMT","SDOI","1.0","2020"
"KMKG","KCVG","1.0","2020"
"EGNP","EGNM","1.0","2020"
"KRYV","LL78","1.0","2020"
"NZRO","NZAA","1.0","2020"
"UUEE","KORD","3.0","2020"
"LIPE","EDDL","1.0","2020"
"KSBD","07KY","2.0","2020"
"7NC8","KTTA","1.0","2020"
"MI45","KPTK","1.0","2020"
"KDVT","KCNO","1.0","2020"
"YTDN","YMEN","1.0","2020"
"KSAC","KMCC","2.0","2020"
"KBFI","KDAL","1.0","2020"
"CNS8","KOGS","1.0","2020"
"CO12","34CO","1.0","2020"
"KAJO","CA89","2.0","2020"
"ID23","KCOE","3.0","2020"
"II19","9LL9","1.0","2020"
"KCID","KVTI","1.0","2020"
"KJFK","AL16","1.0","2020"
"KCMI","9IL2","1.0","2020"
"KORD","KVIQ","1.0","2020"
"EDFZ","EDLB","1.0","2020"
"35AZ","KRYN","1.0","2020"
"KCPK","86NC","1.0","2020"
"SBSJ","SBGL","1.0","2020"
"KIAD","FL35","2.0","2020"
"YMMB","YTQY","1.0","2020"
"KCLT","XS39","1.0","2020"
"KGPM","TA51","1.0","2020"
"KSQL","KEDU","1.0","2020"
"KCLT","KTUL","2.0","2020"
"KEZF","KLKU","1.0","2020"
"NY38","K0G7","1.0","2020"
"KCPK","OI84","1.0","2020"
"KPCM","FL73","1.0","2020"
"KHSV","KDTW","1.0","2020"
"69XA","KT67","1.0","2020"
"KBOI","KDWH","1.0","2020"
"ESSV","ESSV","1.0","2020"
"98VA","KATL","1.0","2020"
"KHEF","6NC8","1.0","2020"
"CT39","CT39","1.0","2020"
"KPOU","KN37","1.0","2020"
"KSDF","NH16","1.0","2020"
"KLNS","KPIT","1.0","2020"
"8MN4","KJMR","1.0","2020"
"CYYZ","SPJC","3.0","2020"
"KMAC","KPDK","1.0","2020"
"KIAH","II25","1.0","2020"
"LIRA","EGBB","1.0","2020"
"KDOV","KSUS","1.0","2020"
"KVNC","KDPA","1.0","2020"
"LFBO","LFBC","1.0","2020"
"0GA0","K4A7","2.0","2020"
"YHBA","YBAF","1.0","2020"
"KEBG","6TE1","1.0","2020"
"EDDN","EDND","1.0","2020"
"KBLI","KRNT","1.0","2020"
"VIDP","EDDP","1.0","2020"
"YSBK","YGNF","1.0","2020"
"CYTZ","CNC3","1.0","2020"
"CYYZ","CTF4","1.0","2020"
"KSBP","KHHR","1.0","2020"
"KSRQ","KPIE","1.0","2020"
"LIMF","LIRA","1.0","2020"
"KBWI","KLUK","1.0","2020"
"WMKK","PANC","1.0","2020"
"KVPC","KJZP","1.0","2020"
"K1A3","K1A3","1.0","2020"
"KGYY","1IL0","1.0","2020"
"KHPY","KT92","1.0","2020"
"K7V9","KPUB","1.0","2020"
"KCLT","24FL","5.0","2020"
"KSDF","KIAH","25.0","2020"
"KCJR","4VG2","1.0","2020"
"KBOS","KPHX","21.0","2020"
"KORD","CYYZ","23.0","2020"
"KCLE","KPHX","8.0","2020"
"KSUS","23IS","1.0","2020"
"KDFW","KLAS","65.0","2020"
"KHBI","KGSO","3.0","2020"
"OBBI","LTBW","3.0","2020"
"KLAX","KABQ","24.0","2020"
"KX50","KDAB","26.0","2020"
"7NC3","KGWW","1.0","2020"
"KLAX","KMIA","38.0","2020"
"LEBL","EGKK","2.0","2020"
"YBAF","YWSG","3.0","2020"
"KGRR","2MI9","1.0","2020"
"KFXE","KJVL","1.0","2020"
"KSEA","8IN9","1.0","2020"
"KDTW","KCLE","14.0","2020"
"03PS","4NY8","1.0","2020"
"NZAA","NZCH","36.0","2020"
"EDWE","EDWJ","4.0","2020"
"KDFW","KSJC","15.0","2020"
"KLAX","KSLC","22.0","2020"
"KBNA","KMCF","13.0","2020"
"LZTR","LZPP","2.0","2020"
"FA08","4FD7","3.0","2020"
"KCDW","KBLM","1.0","2020"
"KLGB","KL35","3.0","2020"
"KI68","59OH","1.0","2020"
"KSTC","KSTC","7.0","2020"
"KBDR","KBDR","2.0","2020"
"WMKK","WMKJ","1.0","2020"
"KJFK","KMCF","3.0","2020"
"KVGT","KVGT","290.0","2020"
"EGLL","EGPF","5.0","2020"
"FA08","4FL5","1.0","2020"
"KTYQ","KAPF","1.0","2020"
"KSDF","KMDT","6.0","2020"
"KDFW","98NE","4.0","2020"
"0TN2","88NC","1.0","2020"
"K82C","KDAF","1.0","2020"
"KLHM","KSAC","2.0","2020"
"OTHH","EIDW","6.0","2020"
"GA00","KFTY","1.0","2020"
"EGBB","OTHH","1.0","2020"
"KORL","KDCA","13.0","2020"
"UNNT","EDDF","2.0","2020"
"KSLC","KDAL","2.0","2020"
"KS67","KMAN","7.0","2020"
"KCLT","01FA","12.0","2020"
"33CA","36CA","1.0","2020"
"SDCO","SDCO","3.0","2020"
"KDCA","KRDU","18.0","2020"
"KF70","KHMT","3.0","2020"
"KAUS","KMCI","7.0","2020"
"KRND","TX04","1.0","2020"
"KNUN","KEFD","1.0","2020"
"8NC8","8NC8","3.0","2020"
"KPSP","KIAH","3.0","2020"
"50NE","KCBF","2.0","2020"
"CYUL","KDTW","5.0","2020"
"EPKT","EPKT","4.0","2020"
"CYKF","CZBA","1.0","2020"
"LOWS","EDDL","3.0","2020"
"MN69","KFCM","2.0","2020"
"KPHL","KLAS","17.0","2020"
"KSJC","KFAT","2.0","2020"
"EDWI","EDWE","2.0","2020"
"LSGG","EDDN","1.0","2020"
"KSGR","KT82","1.0","2020"
"9LL9","KMTO","1.0","2020"
"KNPA","16FL","3.0","2020"
"PASX","AK01","1.0","2020"
"KROC","OA16","1.0","2020"
"LIPE","LIME","5.0","2020"
"KPIE","KLUK","1.0","2020"
"EDDH","OERY","1.0","2020"
"1OK9","KFTW","1.0","2020"
"RJTT","RJOF","2.0","2020"
"EDDP","LEBL","6.0","2020"
"CA75","CA75","5.0","2020"
"KSWT","KGRI","1.0","2020"
"51VA","KJYO","1.0","2020"
"64AK","PAMR","1.0","2020"
"47PA","KIAD","5.0","2020"
"LHBP","EBBR","1.0","2020"
"KNGS","K54J","1.0","2020"
"SBKP","FD37","1.0","2020"
"KOAK","KMOD","3.0","2020"
"EDDL","LHBP","1.0","2020"
"KMRJ","KC35","1.0","2020"
"KJQF","NC03","1.0","2020"
"KIAD","7NC6","1.0","2020"
"KBNA","90AR","1.0","2020"
"KPTD","NY97","2.0","2020"
"KCLT","2GE7","7.0","2020"
"KFTW","02XS","1.0","2020"
"UUDD","UDYZ","3.0","2020"
"KHND","KOMA","1.0","2020"
"96WA","96WA","13.0","2020"
"K4R1","KNUN","1.0","2020"
"20II","KATL","4.0","2020"
"KLVK","KO27","1.0","2020"
"KBXK","KCHD","2.0","2020"
"KECG","62MD","1.0","2020"
"EDPR","EDPR","11.0","2020"
"KPNE","KPHL","1.0","2020"
"KPDK","KFRG","1.0","2020"
"KBTF","KBWI","1.0","2020"
"KPBG","KIAD","4.0","2020"
"CO60","6CO4","1.0","2020"
"00TS","KGKY","1.0","2020"
"26MI","26MI","3.0","2020"
"VIDP","KSFO","2.0","2020"
"KHYI","XS24","1.0","2020"
"EDDF","EETN","3.0","2020"
"KT67","69XA","1.0","2020"
"6FD7","KCLW","2.0","2020"
"LGAV","LGSA","3.0","2020"
"EPZB","EPPO","1.0","2020"
"KTEB","K4N1","2.0","2020"
"0MU7","49FD","1.0","2020"
"KJFK","01FA","5.0","2020"
"OI01","KLHQ","1.0","2020"
"KAUN","KO22","1.0","2020"
"JY04","K19N","1.0","2020"
"KLAS","CA59","1.0","2020"
"OMSJ","EBLG","1.0","2020"
"5NC3","VG34","1.0","2020"
"KLAX","EBLG","3.0","2020"
"KTPF","0FD0","1.0","2020"
"KO69","KO70","1.0","2020"
"KPIA","KATL","4.0","2020"
"KLPR","KBJJ","1.0","2020"
"OTBH","EGUN","4.0","2020"
"KFLL","FD37","2.0","2020"
"KGWW","K39N","1.0","2020"
"K14A","NC42","1.0","2020"
"01VA","3VA7","1.0","2020"
"KPHL","KBGM","1.0","2020"
"KOPF","KPHX","1.0","2020"
"OMDW","OMAF","1.0","2020"
"CSB3","CSS4","1.0","2020"
"KGYL","KH19","1.0","2020"
"8PA8","PA65","1.0","2020"
"NC13","KIGX","1.0","2020"
"KGSO","KSAF","1.0","2020"
"KSDF","KTEW","2.0","2020"
"KMCE","KSNS","1.0","2020"
"KJVY","KAPF","3.0","2020"
"KORD","23MN","3.0","2020"
"KE80","KONM","1.0","2020"
"EDUZ","EDBM","1.0","2020"
"KPIA","KPMP","1.0","2020"
"23NH","KBOS","1.0","2020"
"92PA","WV65","2.0","2020"
"KBLI","KNOW","1.0","2020"
"KRMN","KPVG","1.0","2020"
"K06C","IS59","1.0","2020"
"KNFW","K9F9","1.0","2020"
"TN96","TN96","1.0","2020"
"2TS6","TS71","1.0","2020"
"EKBI","LROP","2.0","2020"
"CYXX","CYCW","1.0","2020"
"MN41","KANE","1.0","2020"
"PANC","K6I6","2.0","2020"
"UUWW","UNNT","1.0","2020"
"OR81","67OR","1.0","2020"
"9NC9","KSTL","1.0","2020"
"KO88","KM90","1.0","2020"
"RJOA","RJOB","1.0","2020"
"KMBT","KBNA","1.0","2020"
"KFOE","KBLM","1.0","2020"
"16XS","11TX","1.0","2020"
"KOPF","KATL","1.0","2020"
"KSTS","KO60","2.0","2020"
"KRJD","KANP","1.0","2020"
"KEVB","CYKZ","1.0","2020"
"K3I7","K3I7","1.0","2020"
"KJFK","TX05","1.0","2020"
"3NC0","K1A5","1.0","2020"
"KFTG","9CO2","2.0","2020"
"KC29","KETB","1.0","2020"
"KC29","KMSN","1.0","2020"
"KBOI","KGEG","1.0","2020"
"EDRO","EDRY","1.0","2020"
"3NC6","41NC","1.0","2020"
"00AZ","KPHX","1.0","2020"
"KTUL","KMKO","1.0","2020"
"88PA","CO12","1.0","2020"
"KCWA","KECP","1.0","2020"
"KARR","95LL","1.0","2020"
"KPAO","13CL","1.0","2020"
"KAPC","81CA","1.0","2020"
"LFPB","LFBO","1.0","2020"
"CO52","KAPA","2.0","2020"
"KSAN","KSNA","2.0","2020"
"KFFZ","KAPA","1.0","2020"
"84TX","4XA4","1.0","2020"
"ESVQ","ESSU","1.0","2020"
"KPNE","K19N","1.0","2020"
"KFLL","20II","1.0","2020"
"CT59","KBED","1.0","2020"
"CYGB","CYVR","1.0","2020"
"KRAL","CA42","2.0","2020"
"3PA1","KILG","1.0","2020"
"IA54","KMRJ","2.0","2020"
"KI23","2OH8","1.0","2020"
"KTKI","39TA","2.0","2020"
"3AZ2","KCHD","1.0","2020"
"KRWI","NC47","1.0","2020"
"EDDV","EDDB","1.0","2020"
"KGPI","KDAL","1.0","2020"
"5GA4","5GA4","1.0","2020"
"KSNA","KSDM","1.0","2020"
"KNUN","18FD","1.0","2020"
"PAGQ","PANC","1.0","2020"
"KLVJ","93XS","1.0","2020"
"3IN6","KLOU","7.0","2020"
"KPHX","KBNA","22.0","2020"
"KSNA","KSFO","30.0","2020"
"KMSP","KRSW","18.0","2020"
"KSPI","KC15","2.0","2020"
"KGSP","KATL","4.0","2020"
"CYNJ","CZBB","1.0","2020"
"KBOS","KFXE","1.0","2020"
"3VG9","KSVH","1.0","2020"
"RJFF","RJTT","242.0","2020"
"4FL9","FA08","2.0","2020"
"LTAC","LTBA","3.0","2020"
"KMSP","KTYS","5.0","2020"
"KCBF","IA01","6.0","2020"
"CYYC","CKA8","10.0","2020"
"KSGS","7MN4","1.0","2020"
"KDFW","KSNA","22.0","2020"
"FA37","MI45","1.0","2020"
"CYXX","WN08","4.0","2020"
"LEBL","EHAM","4.0","2020"
"LEBL","LEMU","1.0","2020"
"RKSI","VHHH","63.0","2020"
"KTYS","KMSP","6.0","2020"
"KOAK","KSDF","18.0","2020"
"EDDM","EHBK","1.0","2020"
"KOAR","KMOD","1.0","2020"
"KMSP","KSTL","18.0","2020"
"KLHX","KCOS","1.0","2020"
"KHND","KAPA","2.0","2020"
"KT51","6XS9","1.0","2020"
"UUEE","EDDF","9.0","2020"
"KTPA","FA40","3.0","2020"
"KECP","FD94","5.0","2020"
"LFPG","LSZM","4.0","2020"
"KVTA","KLHQ","1.0","2020"
"KLAS","60CO","15.0","2020"
"EGCC","EGCC","8.0","2020"
"1WI0","KC29","1.0","2020"
"KCNO","KSMO","2.0","2020"
"KNBJ","TN79","1.0","2020"
"KAUS","KDCM","5.0","2020"
"89LL","KIKK","2.0","2020"
"5AZ3","KPAN","2.0","2020"
"KIAH","KCOS","7.0","2020"
"86CO","KAPA","2.0","2020"
"KBUY","NC86","1.0","2020"
"6NY2","78MI","2.0","2020"
"KVES","KI17","1.0","2020"
"EGCC","ENGM","1.0","2020"
"KFXE","KSYR","1.0","2020"
"KMIC","KLXL","1.0","2020"
"KLGB","KT41","1.0","2020"
"KFLL","KLGA","8.0","2020"
"KLSN","KMOD","2.0","2020"
"KLGB","KEMT","14.0","2020"
"KIAD","CYYZ","6.0","2020"
"EDDS","EDBM","1.0","2020"
"KIPJ","KIPJ","23.0","2020"
"0FD0","KDAB","16.0","2020"
"KEDG","MD31","1.0","2020"
"KORD","MI31","9.0","2020"
"EYVI","EDFH","1.0","2020"
"KDEN","1CO7","4.0","2020"
"KPHL","3VA4","1.0","2020"
"UWUU","UUEE","2.0","2020"
"KDAL","KPMP","1.0","2020"
"KGCM","KGCM","3.0","2020"
"CT39","CT20","1.0","2020"
"K1O3","CN24","1.0","2020"
"KFOK","KPVD","1.0","2020"
"ESMS","LROP","2.0","2020"
"CYNJ","CYCD","2.0","2020"
"6II6","KSMD","1.0","2020"
"KCDW","K12N","3.0","2020"
"KLVN","MN15","1.0","2020"
"KMIC","KFCM","1.0","2020"
"KDTO","21XS","1.0","2020"
"KDTW","KASH","4.0","2020"
"KSTS","CL01","1.0","2020"
"MU19","K3DW","1.0","2020"
"KMHT","KCLT","13.0","2020"
"KSBD","KSEE","1.0","2020"
